+---------------------------------+-------------------------------------------------+---------+----------+----------+-------------------------------------+--------+------------+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| *** WARNING ***                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |
| The block and item IDs are dynamic and will be different on each world!                                                                                                                                                                                                                                                                                                                                                                                                             |
| DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)                                                                                                                                                                                                                                                                                                                                                                           |
| *** ALSO ***                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| The server doesn't have a list of sub block and sub items                                                                                                                                                                                                                                                                                                                                                                                                                           |
| (= items with different damage value or blocks with different metadata).                                                                                                                                                                                                                                                                                                                                                                                                            |
| That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.                                                                                                                                                                                                                                                                                                                                                           |
+---------------------------------+-------------------------------------------------+---------+----------+----------+-------------------------------------+--------+------------+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| Mod name                        | Registry name                                   | Item ID | Meta/dmg | Subtypes | Display name                        | Hunger | Saturation | Ore Dict keys                                                                                                                                                                                                                                                                                       |
+---------------------------------+-------------------------------------------------+---------+----------+----------+-------------------------------------+--------+------------+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| Animania                        | animania:bacon_omelette                         |    4430 |        0 |    false | Bacon Omelette                      |      5 |        0.7 |                                                                                                                                                                                                                                                                                                     |
| Animania                        | animania:cheese_omelette                        |    4431 |        0 |    false | Cheese Omelette                     |      5 |        0.7 |                                                                                                                                                                                                                                                                                                     |
| Animania                        | animania:chocolate_truffle                      |    4435 |        0 |    false | Chocolate Truffle                   |      6 |        0.7 |                                                                                                                                                                                                                                                                                                     |
| Animania                        | animania:cooked_chevon                          |    4459 |        0 |    false | Roast Chevon                        |      5 |        0.5 | foodMeats,listAllmeatcooked                                                                                                                                                                                                                                                                         |
| Animania                        | animania:cooked_frog_legs                       |    4455 |        0 |    false | Cooked Frog Legs                    |      7 |        0.5 | foodMeats,listAllmeatcooked                                                                                                                                                                                                                                                                         |
| Animania                        | animania:cooked_horse                           |    4457 |        0 |    false | Cooked Horse                        |     12 |        0.5 | foodMeats,listAllmeatcooked                                                                                                                                                                                                                                                                         |
| Animania                        | animania:cooked_peacock                         |    4463 |        0 |    false | Roast Peacock                       |      6 |        0.5 |                                                                                                                                                                                                                                                                                                     |
| Animania                        | animania:cooked_prime_bacon                     |    4444 |        0 |    false | Roast Prime Bacon                   |      8 |        0.5 | foodBaconCooked,foodMeats,listAllporkcooked                                                                                                                                                                                                                                                         |
| Animania                        | animania:cooked_prime_beef                      |    4438 |        0 |    false | Roast Prime Beef                    |     12 |        0.5 | foodMeats,listAllbeefcooked,listAllmeatcooked                                                                                                                                                                                                                                                       |
| Animania                        | animania:cooked_prime_chevon                    |    4461 |        0 |    false | Roast Prime Chevon                  |     10 |        0.5 | foodMeats,listAllmeatcooked                                                                                                                                                                                                                                                                         |
| Animania                        | animania:cooked_prime_chicken                   |    4446 |        0 |    false | Roast Prime Chicken                 |      8 |        0.5 | foodMeats,listAllchickencooked,listAllmeatcooked                                                                                                                                                                                                                                                    |
| Animania                        | animania:cooked_prime_mutton                    |    4451 |        0 |    false | Roast Prime Mutton                  |     12 |        0.5 | foodMeats,listAllmeatcooked                                                                                                                                                                                                                                                                         |
| Animania                        | animania:cooked_prime_peacock                   |    4465 |        0 |    false | Roast Prime Peacock                 |      9 |        0.5 |                                                                                                                                                                                                                                                                                                     |
| Animania                        | animania:cooked_prime_pork                      |    4442 |        0 |    false | Roast Prime Pork                    |     12 |        0.5 | foodMeats,listAllmeatcooked,listAllporkcooked                                                                                                                                                                                                                                                       |
| Animania                        | animania:cooked_prime_rabbit                    |    4453 |        0 |    false | Roast Prime Rabbit                  |      8 |        0.5 | foodMeats,listAllmeatcooked                                                                                                                                                                                                                                                                         |
| Animania                        | animania:cooked_prime_steak                     |    4440 |        0 |    false | Roast Prime Steak                   |      8 |        0.5 | foodMeats,listAllbeefcooked                                                                                                                                                                                                                                                                         |
| Animania                        | animania:friesian_cheese_wedge                  |    4466 |        0 |    false | Cheese Wedge (Friesian)             |      3 |        0.9 | foodCheese                                                                                                                                                                                                                                                                                          |
| Animania                        | animania:goat_cheese_wedge                      |    4469 |        0 |    false | Cheese Wedge (Goat)                 |      3 |        0.9 | foodCheese                                                                                                                                                                                                                                                                                          |
| Animania                        | animania:holstein_cheese_wedge                  |    4467 |        0 |    false | Cheese Wedge (Holstein)             |      3 |        0.9 | foodCheese                                                                                                                                                                                                                                                                                          |
| Animania                        | animania:jersey_cheese_wedge                    |    4468 |        0 |    false | Cheese Wedge (Jersey)               |      3 |        0.9 | foodCheese                                                                                                                                                                                                                                                                                          |
| Animania                        | animania:milk_bottle                            |    4426 |        0 |    false | Bottle of Milk                      |      4 |        1.0 |                                                                                                                                                                                                                                                                                                     |
| Animania                        | animania:plain_omelette                         |    4432 |        0 |    false | Plain Omelette                      |      5 |        0.6 |                                                                                                                                                                                                                                                                                                     |
| Animania                        | animania:raw_chevon                             |    4458 |        0 |    false | Raw Chevon                          |      1 |        1.0 | foodMeats,listAllmeatraw                                                                                                                                                                                                                                                                            |
| Animania                        | animania:raw_frog_legs                          |    4454 |        0 |    false | Raw Frog Legs                       |      1 |        1.0 | listAllmeatraw                                                                                                                                                                                                                                                                                      |
| Animania                        | animania:raw_horse                              |    4456 |        0 |    false | Raw Horse                           |      1 |        1.0 | foodMeats,listAllmeatraw                                                                                                                                                                                                                                                                            |
| Animania                        | animania:raw_peacock                            |    4462 |        0 |    false | Raw Peacock                         |      1 |        1.0 |                                                                                                                                                                                                                                                                                                     |
| Animania                        | animania:raw_prime_bacon                        |    4443 |        0 |    false | Raw Prime Bacon                     |      1 |        1.0 | foodMeats,listAllporkraw                                                                                                                                                                                                                                                                            |
| Animania                        | animania:raw_prime_beef                         |    4437 |        0 |    false | Raw Prime Beef                      |      1 |        1.0 | foodMeats,listAllbeefraw,listAllmeatraw                                                                                                                                                                                                                                                             |
| Animania                        | animania:raw_prime_chevon                       |    4460 |        0 |    false | Raw Prime Chevon                    |      1 |        1.0 | foodMeats,listAllmeatraw                                                                                                                                                                                                                                                                            |
| Animania                        | animania:raw_prime_chicken                      |    4445 |        0 |    false | Raw Prime Chicken                   |      1 |        1.0 | foodMeats,listAllchickenraw,listAllmeatraw                                                                                                                                                                                                                                                          |
| Animania                        | animania:raw_prime_mutton                       |    4450 |        0 |    false | Raw Prime Mutton                    |      1 |        1.0 | foodMeats,listAllmeatraw                                                                                                                                                                                                                                                                            |
| Animania                        | animania:raw_prime_peacock                      |    4464 |        0 |    false | Raw Prime Peacock                   |      1 |        1.0 |                                                                                                                                                                                                                                                                                                     |
| Animania                        | animania:raw_prime_pork                         |    4441 |        0 |    false | Raw Prime Pork                      |      1 |        1.0 | foodMeats,listAllmeatraw,listAllporkraw                                                                                                                                                                                                                                                             |
| Animania                        | animania:raw_prime_rabbit                       |    4452 |        0 |    false | Raw Prime Rabbit                    |      1 |        1.0 | foodMeats,listAllmeatraw                                                                                                                                                                                                                                                                            |
| Animania                        | animania:raw_prime_steak                        |    4439 |        0 |    false | Raw Prime Steak                     |      1 |        1.0 | foodMeats,listAllbeefraw,listAllmeatraw                                                                                                                                                                                                                                                             |
| Animania                        | animania:sheep_cheese_wedge                     |    4470 |        0 |    false | Cheese Wedge (Sheep)                |      3 |        0.9 | foodCheese                                                                                                                                                                                                                                                                                          |
| Animania                        | animania:super_omelette                         |    4428 |        0 |    false | Super Omelette                      |      5 |        0.9 |                                                                                                                                                                                                                                                                                                     |
| Animania                        | animania:truffle                                |    4433 |        0 |    false | Truffle                             |      2 |        0.7 |                                                                                                                                                                                                                                                                                                     |
| Animania                        | animania:truffle_omelette                       |    4429 |        0 |    false | Truffle Omelette                    |      5 |        0.8 |                                                                                                                                                                                                                                                                                                     |
| Animania                        | animania:truffle_soup                           |    4434 |        0 |    false | Truffle Soup                        |     10 |        0.6 |                                                                                                                                                                                                                                                                                                     |
| Binnie Core                     | binniecore:cylinder                             |    4891 |        0 |     true | Empty Cylinder                      |      0 |        0.0 |                                                                                                                                                                                                                                                                                                     |
| Binnie Core                     | binniecore:cylinder                             |    4891 |        1 |     true | Bacteria Cylinder                   |      0 |        0.0 |                                                                                                                                                                                                                                                                                                     |
| Binnie Core                     | binniecore:cylinder                             |    4891 |        1 |     true | Bacteria Vector Cylinder            |      0 |        0.0 |                                                                                                                                                                                                                                                                                                     |
| Binnie Core                     | binniecore:cylinder                             |    4891 |        1 |     true | Growth Medium Cylinder              |      0 |        0.0 |                                                                                                                                                                                                                                                                                                     |
| Binnie Core                     | binniecore:cylinder                             |    4891 |        1 |     true | Polymerising Bacteria Cylinder      |      0 |        0.0 |                                                                                                                                                                                                                                                                                                     |
| Binnie Core                     | binniecore:cylinder                             |    4891 |        1 |     true | Raw DNA Cylinder                    |      0 |        0.0 |                                                                                                                                                                                                                                                                                                     |
| Binnie Core                     | binniecore:glass                                |    4890 |        0 |     true | Empty Bottle                        |      0 |        0.0 |                                                                                                                                                                                                                                                                                                     |
| Binnie Core                     | binniecore:glass                                |    4890 |        1 |     true | Agave Wine Bottle                   |      0 |        0.0 | foodApplejuice,foodApricotjuice,foodBananajuice,foodCarrotjuice,foodCherryjuice,foodCranberryjuice,foodElderberryjuice,foodGrapefruitjuice,foodGrapejuice,foodLemonjuice,foodLimejuice,foodOlivejuice,foodOrangejuice,foodPeachjuice,foodPearjuice,foodPineapplejuice,foodPlumjuice,foodTomatojuice |
| Binnie Core                     | binniecore:glass                                |    4890 |        1 |     true | Ale Bottle                          |      0 |        0.0 | foodApplejuice,foodApricotjuice,foodBananajuice,foodCarrotjuice,foodCherryjuice,foodCranberryjuice,foodElderberryjuice,foodGrapefruitjuice,foodGrapejuice,foodLemonjuice,foodLimejuice,foodOlivejuice,foodOrangejuice,foodPeachjuice,foodPearjuice,foodPineapplejuice,foodPlumjuice,foodTomatojuice |
| Binnie Core                     | binniecore:glass                                |    4890 |        1 |     true | Almond Liqueur Bottle               |      0 |        0.0 | foodApplejuice,foodApricotjuice,foodBananajuice,foodCarrotjuice,foodCherryjuice,foodCranberryjuice,foodElderberryjuice,foodGrapefruitjuice,foodGrapejuice,foodLemonjuice,foodLimejuice,foodOlivejuice,foodOrangejuice,foodPeachjuice,foodPearjuice,foodPineapplejuice,foodPlumjuice,foodTomatojuice |
| Binnie Core                     | binniecore:glass                                |    4890 |        1 |     true | Anise Liqueur Bottle                |      0 |        0.0 | foodApplejuice,foodApricotjuice,foodBananajuice,foodCarrotjuice,foodCherryjuice,foodCranberryjuice,foodElderberryjuice,foodGrapefruitjuice,foodGrapejuice,foodLemonjuice,foodLimejuice,foodOlivejuice,foodOrangejuice,foodPeachjuice,foodPearjuice,foodPineapplejuice,foodPlumjuice,foodTomatojuice |
